username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
NevanRead,I am 23 years old and I have many interests. Which includes Tesla and Space X,"Shoreline, WA",122,45,5152,2015-04-17 05:43:07,2020-07-06 00:28:09,10,"Elon promises and delivers. Get them now while they’re short!
#Tesla #LikeTesla #ModelS #ModelX #ModelY #Model3 #Cybertruck 
https://t.co/A9rSCgigGr https://t.co/EwAYxlXToR","[{'text': 'Tesla', 'indices': [80, 86]}, {'text': 'LikeTesla', 'indices': [87, 97]}, {'text': 'ModelS', 'indices': [98, 105]}, {'text': 'ModelX', 'indices': [106, 113]}, {'text': 'ModelY', 'indices': [114, 121]}, {'text': 'Model3', 'indices': [122, 129]}]"
fionalucia,Too many interests and passions and not enough time. Just trying my best to love life! I love animals so I choose not to eat them.,United States,1011,761,1869,2010-03-26 17:01:11,2020-07-06 00:27:58,0,New short shorts for the Summer! Eventually they will go with the #Tesla Thanks @elonmusk  for making them red! #PMA https://t.co/SxuewD7Ocp,"[{'text': 'Tesla', 'indices': [66, 72]}, {'text': 'PMA', 'indices': [112, 116]}]"
tugrik,"Big. Blue. Network engineer, ambivert, homebrewer, chicken-owner, occasional chef. He/Him/OMG-It's-Coming-This-Way. The friendliest threat you’ve ever met.","Lair-on-Stilts, Milwaukie, OR",745,995,21066,2007-07-10 22:46:59,2020-07-06 00:27:50,0,"Niiiiice. The Apocalypse Cooler fits perfectly in the sunk mid-tray of the 5 seater Model X. Like it was made for it. 

#dometic #tesla https://t.co/C0JZ0AMJA3","[{'text': 'dometic', 'indices': [120, 128]}, {'text': 'tesla', 'indices': [129, 135]}]"
nukem384,Tesla Model 3 owner making helpful vids on Youtube! https://t.co/4wGfcjGraY,The Bay,172,329,16628,2010-03-09 01:53:58,2020-07-06 00:27:16,0,Who wears short shorts?? #tesla #teslamodel3 #model3 https://t.co/vscPsPfBMs,"[{'text': 'tesla', 'indices': [25, 31]}, {'text': 'teslamodel3', 'indices': [32, 44]}, {'text': 'model3', 'indices': [45, 52]}]"
macmover,,,248,152,7121,2009-06-14 20:42:48,2020-07-06 00:23:39,3,Hey @Tesla: SHITTY service for your #Tesla customers in need in Germany: 45 minutes to get someone on the phone 😬. #Fail,"[{'text': 'Tesla', 'indices': [53, 59]}, {'text': 'Fail', 'indices': [132, 137]}]"
1dirlust,"WORLDWIDE MIXED MEDIA ARTIST
TWITTER/FACEBOOK - @1dirlust",EVERYWHERE,2140,6151,565,2014-05-25 09:06:56,2020-07-06 00:22:40,0,"Senpai @elonmusk, these hot-pants/short-shorts better compliment my figure, can't wait to get out and do some mad global art feeling free as a bird! #tesla #shortshorts https://t.co/gRysuFmSRI","[{'text': 'tesla', 'indices': [149, 155]}, {'text': 'shortshorts', 'indices': [156, 168]}]"
BullThread,"Skull fortresses on the beach. 
Fat wheeled motorcycles. 
Blood sports. 
Resource microcaps. 
These are a few of my favourite things.",,127,24,170,2019-09-28 00:01:47,2020-07-06 00:22:27,2,"JUST IN: KANYE WEST ANNOUNCEMENT:

Buy $MLL.AX #MaliLithium also has GOLD

#ElonMusk #EV #Tesla Ready &amp; Approved 

RAW SUPPLIER for European Markets!

@AngelaMerkeICDU @MercedesBenz @GoldmanSachs @PeterSchiff @goldnews @ReutersAfrica @elonmusk #DYOR $MLL 

#TRUMP @realDonaldTrump https://t.co/fpzgX6ILNd","[{'text': 'MaliLithium', 'indices': [61, 73]}, {'text': 'ElonMusk', 'indices': [89, 98]}, {'text': 'EV', 'indices': [99, 102]}, {'text': 'Tesla', 'indices': [103, 109]}]"
territhrush,"American Film Institute, Master in Fine Arts, filmmaker and writer. PR @Cherry_Hepburn Putnam & Smith",Panama,5001,4322,67540,2009-04-19 00:51:28,2020-07-06 00:20:09,0,"Move over #tesla 
I'm in love with the #BMW
i4 electric vehicle. Sexy and strong design. 
Love the color as well! 

https://t.co/PlVQZuaroO","[{'text': 'tesla', 'indices': [10, 16]}, {'text': 'BMW', 'indices': [39, 43]}]"
anthonyspredic1,My predictions...,,62,50,770,2019-05-29 03:14:16,2020-07-06 00:20:03,0,Every1 should be happy about #Tesla doing so well cause soon that 401k account will get a boost when it’s entered into S&amp;P500 and it’s value grows disproportionately faster than the rest of the pack $tsla #stocks #retirement $appl $amzn $goog $msft,"[{'text': 'Tesla', 'indices': [29, 35]}, {'text': 'stocks', 'indices': [209, 216]}, {'text': 'retirement', 'indices': [217, 228]}]"
CloudCrypto2,invest with me ..I promise you'll be rich for life,,72,2,303,2020-07-05 23:21:53,2020-07-06 00:18:30,19,"Note: @nvidia just released updated #GPU display drivers to fix a High Severity flaw affecting #Windows OS. Downloading the latest patch is recommended.
 #GEForce, Quadro, NVS, and #Tesla patches available now, Tesla R440 available in 2 weeks.
-&gt;https://t.co/lr5zY756PA","[{'text': 'GPU', 'indices': [53, 57]}, {'text': 'Windows', 'indices': [112, 120]}]"
TeslaShuttle,"Intercity Tesla Shuttle service in USA, Canada, and Central Europe.",Europe,78,245,8347,2017-07-10 21:51:32,2020-07-06 00:16:53,21,"I remember when $AMZN hit $1000, investors were saying it’s too high. 

Amazon is a $1.4T company today. 

$TSLA hit $1000, investors are saying the same thing. 

Tesla is a $200B company today. 

Tesla valuation in 5-10 years? 📈

#Tesla",[]
DoomSwitch,"88,700 miles so far on my Model 3","Charlotte, North Carolina",216,144,3834,2007-11-27 22:26:30,2020-07-06 00:16:06,1261,"Cybertruck inside Petersen Automotive Museum.
#tesla #Cybertruck https://t.co/2XaZoM40Ve","[{'text': 'tesla', 'indices': [62, 68]}, {'text': 'Cybertruck', 'indices': [69, 80]}]"
tomliberti,"Options, financial markets, TSLAQ.

Nothing matters",,418,239,5905,2011-08-04 22:40:25,2020-07-06 00:15:35,4,".⁦@elonmusk⁩ Elon Musk's ex-wife denies claims Ghislaine Maxwell procured her as a child bride for the @Tesla CEO

$TSLA $TSLAQ #Tesla #ElonMusk #GhislaineMaxwell  https://t.co/0vSEmsFjpQ",[]
anuarbekiman,Realtor @Compass by day ☀️ | Tesla Geek @TeslaGeeksShow by night 🌚 | Investor @Tesla always ⚡️ | Engineer @UTAustin 🤘| VP @AustinTeslaClub 🚀,"Austin, TX",662,1019,4543,2012-04-07 18:26:39,2020-07-06 00:14:33,10,"Elon promises and delivers. Get them now while they’re short!
#Tesla #LikeTesla #ModelS #ModelX #ModelY #Model3 #Cybertruck 
https://t.co/A9rSCgigGr https://t.co/EwAYxlXToR","[{'text': 'Tesla', 'indices': [80, 86]}, {'text': 'LikeTesla', 'indices': [87, 97]}, {'text': 'ModelS', 'indices': [98, 105]}, {'text': 'ModelX', 'indices': [106, 113]}, {'text': 'ModelY', 'indices': [114, 121]}, {'text': 'Model3', 'indices': [122, 129]}]"
peterjlattimore,"Globetrotter, Contrarian n Generalist to investing in U, Li, C, Ag. Able to repair almost anything with cable ties and duct tape if there's no #8 wire.",Nowhere in Particular,198,96,1116,2017-06-15 11:18:07,2020-07-06 00:13:22,2,"JUST IN: KANYE WEST ANNOUNCEMENT:

Buy $MLL.AX #MaliLithium also has GOLD

#ElonMusk #EV #Tesla Ready &amp; Approved 

RAW SUPPLIER for European Markets!

@AngelaMerkeICDU @MercedesBenz @GoldmanSachs @PeterSchiff @goldnews @ReutersAfrica @elonmusk #DYOR $MLL 

#TRUMP @realDonaldTrump https://t.co/fpzgX6ILNd","[{'text': 'MaliLithium', 'indices': [61, 73]}, {'text': 'ElonMusk', 'indices': [89, 98]}, {'text': 'EV', 'indices': [99, 102]}, {'text': 'Tesla', 'indices': [103, 109]}]"
vivvchy,"@SpaceX, Starship, Universe1, Mars, PAA.       CHI❤️@elonmusk, Elonteam, TSLA @tesla, Neuralink", Right in ❤️ w/ElmChi,292,586,95278,2011-07-07 04:01:49,2020-07-06 00:11:06,5,#Tesla #Cybertruck hailed by some in China as country embraces pickup trucks https://t.co/NkdOcUo3VU,"[{'text': 'Tesla', 'indices': [16, 22]}, {'text': 'Cybertruck', 'indices': [23, 34]}]"
TiffanyPhoto1,"LAFD Fire Fighter’s 🚒Wife •Mommy to 5 •Photographer •SHARING MY @Tesla #Tesla Full ReRoof +PV Nightmare, Major Damages, Negligence, Harassment & Stalking!","San Diego, CA",1317,459,6283,2019-05-11 22:11:54,2020-07-06 00:11:01,4,".⁦@elonmusk⁩ Elon Musk's ex-wife denies claims Ghislaine Maxwell procured her as a child bride for the @Tesla CEO

$TSLA $TSLAQ #Tesla #ElonMusk #GhislaineMaxwell  https://t.co/0vSEmsFjpQ","[{'text': 'Tesla', 'indices': [128, 134]}, {'text': 'ElonMusk', 'indices': [135, 144]}, {'text': 'GhislaineMaxwell', 'indices': [145, 162]}]"
tobyroxburgh,"Toby is Managing Director of Electromotiv, a Renewable Transport company. he has worked throughout the sustainable energy sector to help make a better world",Canberra,72,122,771,2010-11-14 07:13:39,2020-07-06 00:09:09,99,"This Australian minister - in a conservative government - becomes the first to get a #tesla Model 3. Why? Because it is cheaper, cleaner, faster and better than the rivals. “Best car I’ve ever driven”, says @Matt_KeanMP @elonmusk @Tesla @teslaownersau  https://t.co/JxQbGyfjGa","[{'text': 'tesla', 'indices': [104, 110]}]"
3drenderbot,I retweet 3d related stuff. You can request new hashtags by contacting my creator @mattiascibien. Mention me with @3drenderbot,The Web,4,3617,173035,2015-10-19 07:24:59,2020-07-06 00:09:05,1,"@elonmusk designed a Cybertruck mk2 concept. Hope you like it haha

https://t.co/1hXtAmPrnY

#ElonMusk #Tesla #Cybertruck #SpaceX #3dart #3dmodeling #Blender3d #blender https://t.co/c32dcmkrPs","[{'text': 'ElonMusk', 'indices': [111, 120]}, {'text': 'Tesla', 'indices': [121, 127]}, {'text': 'Cybertruck', 'indices': [128, 139]}]"
RetToGoLyft,Lyft Community Program Manager & Higher Education Administrator,"San Francisco, CA",533,496,1734,2013-07-25 16:16:42,2020-07-06 00:08:21,0,So I did a little thing today while doing my walk.... I have decided to do “The Electric Slide” and slid into a Tesla Model 3..... Yo Boy is now going green! #tesla #model3 #electriccar #electric #newcar #goinggreen… https://t.co/lNXP4bjtfw,"[{'text': 'tesla', 'indices': [158, 164]}, {'text': 'model3', 'indices': [165, 172]}, {'text': 'electriccar', 'indices': [173, 185]}, {'text': 'electric', 'indices': [186, 195]}, {'text': 'newcar', 'indices': [196, 203]}, {'text': 'goinggreen', 'indices': [204, 215]}]"
ghost_scot,I mainly retweet Tesla complaints. Used to be a TSLA fanboy. Click on the hashtags pinned to my profile to see how widespread the issues with this company are.,,1720,1564,18364,2019-10-17 22:04:24,2020-07-06 00:05:28,9,"My Complaint against @Tesla Inc dba Tesla Motors
Today is Day 507 of Teslas substandard Workmanship, Failure to obtain REQUIRED Permits, Failure to Abide by Contractors Law State City Codes+Reg, leaving us w Major Damages+Health Hazards
$TSLA $TSLAQ #Tesla
https://t.co/lF3QoNdUyE",[]
vivvchy,"@SpaceX, Starship, Universe1, Mars, PAA.       CHI❤️@elonmusk, Elonteam, TSLA @tesla, Neuralink", Right in ❤️ w/ElmChi,292,586,95278,2011-07-07 04:01:49,2020-07-06 00:05:03,2,"#Tesla Cybertruck reservations open in China

https://t.co/D3M4o9sGOm","[{'text': 'Tesla', 'indices': [18, 24]}]"
MackenzEric,Keep calm and move fast,"Boston, MA",4654,4777,4473,2016-07-13 16:37:36,2020-07-06 00:05:00,0,Our love of SUVs is killing people in the streets. #auto #tesla https://t.co/jf4dNiF5RS https://t.co/xlaMhup3QK,"[{'text': 'auto', 'indices': [51, 56]}, {'text': 'tesla', 'indices': [57, 63]}]"
Mofasseraber,*ain't nobody got time for this*,"Petaling Jaya, Selangor",16,14,81,2015-11-04 10:33:41,2020-07-06 00:04:12,1,"@elonmusk designed a Cybertruck mk2 concept. Hope you like it haha

https://t.co/1hXtAmPrnY

#ElonMusk #Tesla #Cybertruck #SpaceX #3dart #3dmodeling #Blender3d #blender https://t.co/c32dcmkrPs","[{'text': 'ElonMusk', 'indices': [93, 102]}, {'text': 'Tesla', 'indices': [103, 109]}, {'text': 'Cybertruck', 'indices': [110, 121]}, {'text': 'SpaceX', 'indices': [122, 129]}, {'text': '3dart', 'indices': [130, 136]}, {'text': '3dmodeling', 'indices': [137, 148]}, {'text': 'Blender3d', 'indices': [149, 159]}, {'text': 'blender', 'indices': [160, 168]}]"
PatriciaPMehl,"REALTOR® & Treasure Hunter, 
Dell Hansen Real Estate, Inc","Houston, TX",41,11,61,2020-02-28 19:12:03,2020-07-06 00:01:57,0,Excellent news for Tesla lovers https://t.co/FDH2y5HiUL #Tesla #Teslamotors #ElonMusk #CleanEnergy #cleancars #cleanenergytechnologies,"[{'text': 'Tesla', 'indices': [56, 62]}, {'text': 'Teslamotors', 'indices': [63, 75]}, {'text': 'ElonMusk', 'indices': [76, 85]}, {'text': 'CleanEnergy', 'indices': [86, 98]}, {'text': 'cleancars', 'indices': [99, 109]}, {'text': 'cleanenergytechnologies', 'indices': [110, 134]}]"
mrleetesla,"Tesla Fan. Yes, you can buy a basic Tesla Model 3 for $35,000 USD. It's an off menu item.",,82,531,2374,2019-03-12 05:14:40,2020-07-06 00:01:42,10,"Elon promises and delivers. Get them now while they’re short!
#Tesla #LikeTesla #ModelS #ModelX #ModelY #Model3 #Cybertruck 
https://t.co/A9rSCgigGr https://t.co/EwAYxlXToR","[{'text': 'Tesla', 'indices': [80, 86]}, {'text': 'LikeTesla', 'indices': [87, 97]}, {'text': 'ModelS', 'indices': [98, 105]}, {'text': 'ModelX', 'indices': [106, 113]}, {'text': 'ModelY', 'indices': [114, 121]}, {'text': 'Model3', 'indices': [122, 129]}]"
sachzaus,ASX Equities Trading #GOLD #IronOre #Steel #Lithium #Cobalt #Graphite + #ElonMusk #Tesla #TheEVrevolution #ManchesterUnited #NRLbulldogs #AFLcarlton #NBAlakers,"New York, NY",1831,1082,3819,2011-08-27 00:20:03,2020-07-06 00:00:51,2,"JUST IN: KANYE WEST ANNOUNCEMENT:

Buy $MLL.AX #MaliLithium also has GOLD

#ElonMusk #EV #Tesla Ready &amp; Approved 

RAW SUPPLIER for European Markets!

@AngelaMerkeICDU @MercedesBenz @GoldmanSachs @PeterSchiff @goldnews @ReutersAfrica @elonmusk #DYOR $MLL 

#TRUMP @realDonaldTrump https://t.co/fpzgX6ILNd","[{'text': 'MaliLithium', 'indices': [47, 59]}, {'text': 'ElonMusk', 'indices': [75, 84]}, {'text': 'EV', 'indices': [85, 88]}, {'text': 'Tesla', 'indices': [89, 95]}, {'text': 'DYOR', 'indices': [248, 253]}, {'text': 'TRUMP', 'indices': [261, 267]}]"
